root_category,found_in_category,pageid,title,url,categories,matched_keyword,latitude,longitude,date
Category:17th-century books,Category:17th-century books in Latin,910851,A Letter Concerning Toleration,https://en.wikipedia.org/?curid=910851,Category:1689 non-fiction books | Category:17th-century books in Latin | Category:Freedom of religion | Category:Religion in England | Category:Toleration | Category:Works by John Locke,England,53.13,-1.38,1689
Category:17th-century books,Category:17th-century books in Latin,190192,Leviathan (Hobbes book),https://en.wikipedia.org/?curid=190192,Category:1651 in England | Category:1651 in politics | Category:1651 non-fiction books | Category:17th-century books in Latin | Category:Books about political philosophy | Category:Books about sovereignty | Category:Books by Thomas Hobbes | Category:Books critical of Christianity | Category:Ethics books | Category:Leviathan | Category:Oligarchy | Category:Works about the theory of history,England,53.13,-1.38,1651
Category:17th-century books,Category:17th-century books in Latin,76108888,Marracci edition,https://en.wikipedia.org/?curid=76108888,Category:1698 in Italy | Category:1698 non-fiction books | Category:17th-century Islam | Category:17th-century books in Latin | Category:Biographies of Muhammad | Category:History of Padua | Category:Quranic manuscripts | Category:Textual scholarship,Italy,42.558217,12.631183,1698
Category:17th-century books,Category:17th-century books in Latin,66260104,Marthae Marchinae Virginis Neapolitanae Musa Postuma,https://en.wikipedia.org/?curid=66260104,"Category:1662 in Italy | Category:1662 poetry books | Category:17th-century books in Latin | Category:Apollo in fiction | Category:Books published posthumously | Category:Christina, Queen of Sweden | Category:Cultural depictions of Mary, mother of Jesus | Category:Greek and Roman deities in fiction | Category:Italian poetry collections | Category:Latin poetry | Category:Selene in fiction",Greek,39.080457,21.806332,1662
Category:17th-century books,Category:17th-century books in Latin,334465,Oedipus Aegyptiacus,https://en.wikipedia.org/?curid=334465,Category:1652 in science | Category:1652 in the Papal States | Category:1652 non-fiction books | Category:17th century in Egypt | Category:17th century in Rome | Category:17th century in archaeology | Category:17th-century books in Latin | Category:Ancient Egypt in the Western imagination | Category:Anubis | Category:Athanasius Kircher | Category:Book series introduced in the 1650s | Category:Egyptology books | Category:Illustrated books | Category:Isis,Rome,41.9029,12.4534,1650
Category:17th-century books,Category:17th-century books in Latin,950048,Orbis Pictus,https://en.wikipedia.org/?curid=950048,Category:1658 in the Holy Roman Empire | Category:1658 non-fiction books | Category:17th-century books in Latin | Category:17th-century children's literature | Category:17th-century encyclopedias | Category:Books by John Amos Comenius | Category:Children's encyclopedias | Category:Czech encyclopedias | Category:Encyclopedias in French | Category:Encyclopedias in German | Category:Encyclopedias in Hungarian | Category:Encyclopedias in Italian | Category:Encyclopedias in Latin | Category:German encyclopedias | Category:History of Nuremberg | Category:Illustrated books | Category:John Amos Comenius | Category:Multilingual texts | Category:Pedagogical publications | Category:Textbooks,French,46.895071,2.099228,1658
Category:17th-century books,Category:17th-century books in Latin,48781,Philosophiæ Naturalis Principia Mathematica,https://en.wikipedia.org/?curid=48781,Category:1680s in science | Category:1687 in England | Category:1687 in science | Category:1687 non-fiction books | Category:1713 non-fiction books | Category:1726 non-fiction books | Category:17th-century books in Latin | Category:18th-century books in Latin | Category:Books about philosophy of mathematics | Category:Books about philosophy of physics | Category:Books by Isaac Newton | Category:Copernican Revolution | Category:Historical physics publications | Category:Mathematics books | Category:Natural philosophy | Category:Physics books | Category:Prose texts in Latin | Category:Texts in Latin | Category:Treatises,England,53.13,-1.38,1680
Category:17th-century books,Category:17th-century books in Latin,4521723,Principles of Philosophy,https://en.wikipedia.org/?curid=4521723,Category:1644 in France | Category:1644 in science | Category:1644 non-fiction books | Category:17th-century books in Latin | Category:Natural philosophy | Category:Physics books | Category:Works by René Descartes,France,46.895071,2.099228,1644
Category:17th-century books,Category:17th-century books in Latin,1205731,Rabdology,https://en.wikipedia.org/?curid=1205731,Category:1617 books | Category:17th-century books in Latin | Category:Arithmetic | Category:Mathematics books | Category:Scottish non-fiction books,Scottish,57.0,-4.0,1617
Category:17th-century books,Category:17th-century books in Latin,3711351,Somnium (novel),https://en.wikipedia.org/?curid=3711351,Category:1608 novels | Category:1630s science fiction novels | Category:1634 novels | Category:17th-century German novels | Category:17th-century books in Latin | Category:German science fiction novels | Category:History of astronomy | Category:Novels about dreams | Category:Novels about witches and witchcraft | Category:Novels in Latin | Category:Novels published posthumously | Category:Novels set in Iceland | Category:Novels set on the Moon | Category:Works by Johannes Kepler,German,51.431228,10.432351,1630
Category:17th-century books,Category:17th-century books in Latin,54260650,Two Tracts on Government,https://en.wikipedia.org/?curid=54260650,Category:1660 in England | Category:1660 in politics | Category:1660 non-fiction books | Category:1662 in England | Category:1662 in politics | Category:1662 non-fiction books | Category:17th-century books in Latin | Category:1967 in British politics | Category:1967 non-fiction books | Category:Books about political philosophy | Category:Books published posthumously | Category:Political books | Category:Toleration | Category:Works by John Locke,England,53.13,-1.38,1660
Category:17th-century books,Category:17th-century books in Latin,40811195,Urania Propitia,https://en.wikipedia.org/?curid=40811195,Category:1650 in science | Category:1650 in the Holy Roman Empire | Category:1650 non-fiction books | Category:17th-century books in Latin | Category:Astronomical tables | Category:German-language non-fiction books | Category:Mathematics books,German,51.431228,10.432351,1650
Category:17th-century books,Category:17th-century Dutch books,37900033,Atlas van Loon,https://en.wikipedia.org/?curid=37900033,Category:1649 in the Dutch Republic | Category:1649 non-fiction books | Category:1657 non-fiction books | Category:1663 non-fiction books | Category:1665 non-fiction books | Category:1676 non-fiction books | Category:17th century in Amsterdam | Category:17th-century Dutch books | Category:Atlases | Category:Book series introduced in the 1640s | Category:Books about France | Category:Books about Italy | Category:Books about Switzerland | Category:Books about the Netherlands | Category:Cartography in the Dutch Republic,France,46.895071,2.099228,1640
Category:17th-century books,Category:17th-century Dutch books,33527573,Description of Africa (Dapper book),https://en.wikipedia.org/?curid=33527573,Category:1668 in Africa | Category:1668 in the Dutch Republic | Category:1668 non-fiction books | Category:1670 non-fiction books | Category:1676 non-fiction books | Category:17th century in Amsterdam | Category:17th-century Dutch books | Category:Books about Africa | Category:Dutch West India Company | Category:Ethnographic literature | Category:Geography books | Category:Illustrated books,India,21.872205,79.179059,1668
Category:17th-century books,Category:17th-century Dutch books,42876094,An Embassy from the East-India Company,https://en.wikipedia.org/?curid=42876094,Category:1665 in the Dutch Republic | Category:1665 non-fiction books | Category:17th-century Dutch books | Category:Books about China | Category:Illustrated books | Category:Works about the Dutch East India Company,China,36.79871,98.769583,1665
Category:17th-century books,Category:17th-century Dutch books,46527701,Treatise on Light,https://en.wikipedia.org/?curid=46527701,Category:1690 in science | Category:1690 non-fiction books | Category:17th-century Dutch books | Category:Books by Christiaan Huygens | Category:French-language non-fiction books | Category:Historical physics publications | Category:History of optics | Category:Physics books | Category:Treatises,French,46.895071,2.099228,1690
Category:17th-century books,Category:17th-century Persian books,77783980,Alamara-ye Shah Ismail,https://en.wikipedia.org/?curid=77783980,Category:17th-century Persian books | Category:Iranian history stubs | Category:Middle Eastern history book stubs | Category:Safavid literature,Persian,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century Persian books,65865771,Anis Al-Hujjaj,https://en.wikipedia.org/?curid=65865771,Category:17th-century Persian books | Category:Hajj pilgrimage from India | Category:Indian painting | Category:Islamic illuminated manuscripts | Category:Islamic studies books | Category:Mughal art | Category:Persian literature,India,21.872205,79.179059,1600
Category:17th-century books,Category:17th-century Persian books,16702793,Essence of Life (book),https://en.wikipedia.org/?curid=16702793,Category:17th-century Persian books | Category:Islamic studies book stubs | Category:Safavid literature | Category:Shia hadith collections,Persian,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century Persian books,48687922,Hilyat al-Muttaqin,https://en.wikipedia.org/?curid=48687922,Category:17th-century Persian books | Category:Safavid literature,Persian,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century Persian books,77838576,Jame-e Abbasi,https://en.wikipedia.org/?curid=77838576,Category:17th-century Persian books | Category:Iran stubs | Category:Safavid literature | Category:Shia fiqh,Iran,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century Persian books,77399533,Khold-e barin,https://en.wikipedia.org/?curid=77399533,Category:17th-century Persian books | Category:Iran–Russia relations | Category:Safavid literature,Russia,59.40587,88.597329,1600
Category:17th-century books,Category:17th-century Persian books,77386343,Mokhtasar-e Mofid,https://en.wikipedia.org/?curid=77386343,Category:17th-century Persian books | Category:Iran stubs | Category:Safavid literature,Iran,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century Persian books,63870913,Safine-ye Solaymani,https://en.wikipedia.org/?curid=63870913,Category:17th century in the Ayutthaya Kingdom | Category:17th-century Persian books | Category:Historiography of Thailand | Category:Iran stubs | Category:Iran–Thailand relations | Category:Persian literature | Category:Safavid literature | Category:Thailand stubs | Category:Travel books,Iran,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century Persian books,77256330,Tarikh-i-Khan-Jahani,https://en.wikipedia.org/?curid=77256330,Category:17th-century Persian books | Category:History books about Afghanistan | Category:Mughal literature | Category:Pashtun people,Afghanistan,33.832651,65.314666,1600
Category:17th-century books,Category:17th-century Persian books,77783621,Tazkera-ye Taher-e Nasrabadi,https://en.wikipedia.org/?curid=77783621,Category:17th-century Persian books | Category:Iranian history stubs | Category:Middle Eastern history book stubs | Category:Safavid literature,Persian,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century Persian books,81376347,Towfiq-e rafiq,https://en.wikipedia.org/?curid=81376347,Category:17th-century Persian books | Category:Iran stubs | Category:Mirrors for princes | Category:Safavid literature,Iran,32.326038,54.118245,1600
Category:17th-century books,Category:17th-century non-fiction books,1832914,Nippo Jisho,https://en.wikipedia.org/?curid=1832914,Category:1603 books | Category:17th-century non-fiction books | Category:Edo-period works | Category:Japanese dictionaries | Category:Japan–Portugal relations | Category:Jesuit Asia missions | Category:Jesuit publications | Category:Late Middle Japanese texts | Category:Portuguese dictionaries | Category:Translation dictionaries,Portugal,39.510819,-8.367926,1603
Category:17th-century books,Category:Printing companies established in the 17th century,41344699,Bibliothèque bleue,https://en.wikipedia.org/?curid=41344699,Category:17th-century French literature | Category:18th-century French literature | Category:Chapbooks | Category:Editorial collections | Category:Printing companies established in the 17th century | Category:Printing companies established in the 18th century,French,46.895071,2.099228,1600
Category:18th-century books,Category:18th-century books,20753398,Ames Almanack,https://en.wikipedia.org/?curid=20753398,"Category:18th-century books | Category:Agriculture books | Category:Almanacs | Category:American non-fiction books | Category:History of Dedham, Massachusetts",American,40.103633,-108.222075,1700
Category:18th-century books,Category:18th-century books,56490840,Britannia Depicta,https://en.wikipedia.org/?curid=56490840,Category:18th century in transport | Category:18th-century books | Category:Maps of the United Kingdom,United Kingdom,54.224688,-1.753312,1700
Category:18th-century books,Category:18th-century books,817413,Descriptions des Arts et Métiers,https://en.wikipedia.org/?curid=817413,Category:1760s books | Category:1770s books | Category:1780s books | Category:18th-century books | Category:French non-fiction books,French,46.895071,2.099228,1760
Category:18th-century books,Category:18th-century books,27996236,Han Kitab,https://en.wikipedia.org/?curid=27996236,Category:18th-century books | Category:Chinese classic texts | Category:Chinese literature | Category:Chinese literature stubs | Category:Chinese philosophy stubs | Category:Confucian texts | Category:Islam in China | Category:Islamic literature | Category:Islamic studies book stubs | Category:Religious Confucianism | Category:Religious syncretism,China,36.79871,98.769583,1700
Category:18th-century books,Category:18th-century books,31484746,History of the Ruthenians,https://en.wikipedia.org/?curid=31484746,Category:1846 non-fiction books | Category:18th-century books | Category:History books about Ukraine | Category:History of Ruthenia,Ukraine,48.804606,30.980774,1846
Category:18th-century books,Category:18th-century books,32911805,The Jehol Diary,https://en.wikipedia.org/?curid=32911805,Category:18th-century books | Category:Books about China | Category:Chinese-language literature of Korea | Category:Korean books | Category:Works by Joseon people,China,36.79871,98.769583,1700
Category:18th-century books,Category:18th-century books,64262068,Ladakh Chronicles,https://en.wikipedia.org/?curid=64262068,Category:18th-century books | Category:History books about China | Category:History books about India | Category:History books about Pakistan | Category:History of Ladakh,China,36.79871,98.769583,1700
Category:18th-century books,Category:18th-century books,80220746,Misa Melayu,https://en.wikipedia.org/?curid=80220746,Category:18th-century books | Category:Asian history book stubs | Category:Malay-language literature | Category:Malaysia stubs,Malaysia,3.832919,102.072112,1700
Category:18th-century books,Category:18th-century books,355908,Poor Richard's Almanack,https://en.wikipedia.org/?curid=355908,Category:1732 establishments in Pennsylvania | Category:1732 non-fiction books | Category:1758 disestablishments in the Thirteen Colonies | Category:18th-century books | Category:Agriculture books | Category:Almanacs | Category:American non-fiction books | Category:Astrological texts | Category:Astronomy books | Category:Proverbs | Category:Publications disestablished in 1758 | Category:Publications established in 1732 | Category:Works about weather | Category:Works by Benjamin Franklin,American,40.103633,-108.222075,1732
Category:18th-century books,Category:18th-century books,30579182,Praenumeration,https://en.wikipedia.org/?curid=30579182,Category:18th-century books | Category:Business models | Category:Business stubs | Category:German books,German,51.431228,10.432351,1700
Category:18th-century books,Category:18th-century books,31485471,Royal Almanac,https://en.wikipedia.org/?curid=31485471,Category:18th-century books | Category:Directories | Category:Historiography of France,France,46.895071,2.099228,1700
Category:18th-century books,Category:18th-century books,34905592,A Short Narrative of My Life,https://en.wikipedia.org/?curid=34905592,Category:18th-century books | Category:American autobiographies | Category:Books by writers from peoples indigenous to the Americas,American,40.103633,-108.222075,1700
Category:18th-century books,Category:18th-century books,72280617,Yuzuan yizong jinjian,https://en.wikipedia.org/?curid=72280617,Category:18th-century books | Category:Chinese medical texts | Category:History of ancient medicine,Chinese,36.79871,98.769583,1700
Category:18th-century books,Category:18th-century books,65056644,Zera Shimshon,https://en.wikipedia.org/?curid=65056644,Category:18th-century Italian rabbis | Category:18th-century books | Category:Italian Orthodox rabbis | Category:Jewish texts | Category:Rabbi stubs,Italian,42.558217,12.631183,1700
Category:18th-century books,Category:1700s books,28027995,Biblioteca Universale Sacro-Profana,https://en.wikipedia.org/?curid=28027995,Category:1700s books | Category:18th-century encyclopedias | Category:Encyclopedias in Italian | Category:Italian encyclopedias | Category:Italian literature | Category:Unfinished books,Italian,42.558217,12.631183,1700
Category:18th-century books,Category:1760s books,47699220,Parnaso Español,https://en.wikipedia.org/?curid=47699220,Category:1760s books | Category:1770s books | Category:Poetry anthologies | Category:Spanish books | Category:Spanish poetry,Spanish,39.917913,-3.519968,1760
Category:18th-century books,Category:1760s books,33808143,Rasmus Storm's Notebook,https://en.wikipedia.org/?curid=33808143,Category:1760s books | Category:18th-century manuscripts | Category:Baroque dance | Category:Danish folk music | Category:Music sources | Category:Renaissance dance,Danish,56.324314,9.460777,1760
Category:18th-century books,Category:1770s books,28209367,The Birchen Bouquet,https://en.wikipedia.org/?curid=28209367,Category:1770s books | Category:Pornographic books | Category:Pornography in the United Kingdom | Category:Short story collection stubs | Category:Works originally published in British magazines | Category:Works originally published in fashion magazines | Category:Works originally published in women's magazines,United Kingdom,54.224688,-1.753312,1770
Category:18th-century books,Category:1780s books,69748531,Historia narodu polskiego,https://en.wikipedia.org/?curid=69748531,Category:1780s books | Category:History books about Poland | Category:Polish Enlightenment | Category:Polish-language books | Category:Unfinished books,Poland,51.884417,19.076267,1780
Category:18th-century books,Category:1780s books,74031253,Snare of Glory,https://en.wikipedia.org/?curid=74031253,Category:1780s books | Category:Armenian books | Category:Armenian literature | Category:Constitutions | Category:Early modern history of Armenia,Armenia,39.952497,45.063667,1780
Category:18th-century books,Category:1790s books,879541,Encyclopædia Perthensis,https://en.wikipedia.org/?curid=879541,"Category:1790s books | Category:1790s establishments in Scotland | Category:18th-century encyclopedias | Category:19th-century encyclopedias | Category:Encyclopedias in English | Category:History of Perth, Scotland | Category:Reference works in the public domain | Category:Scottish encyclopedias",Scotland,57.0,-4.0,1790
Category:18th-century books,Category:1790s books,47246496,General View of Agriculture county surveys,https://en.wikipedia.org/?curid=47246496,Category:1790s books | Category:1800s books | Category:1810s books | Category:Book series | Category:History of agriculture in the United Kingdom,United Kingdom,54.224688,-1.753312,1790
Category:18th-century books,Category:18th-century Arabic-language books,78151261,The Book of Tawhid: The Right of Allah Upon His Servants,https://en.wikipedia.org/?curid=78151261,Category:1703 books | Category:18th-century Arabic-language books | Category:Athari literature | Category:Salafi literature,Arabic,27.289421,37.11467,1703
Category:18th-century books,Category:18th-century books in Latin,29686744,Entomologia Carniolica,https://en.wikipedia.org/?curid=29686744,Category:1763 in science | Category:1763 non-fiction books | Category:18th-century books in Latin | Category:Beekeeping | Category:Duchy of Carniola | Category:Entomology books | Category:Environment of Slovenia | Category:History of science and technology in Slovenia | Category:Taxonomy (biology) books,Slovenia,46.127443,14.732281,1763
Category:18th-century books,Category:18th-century books in Latin,60410162,Fauna Svecica,https://en.wikipedia.org/?curid=60410162,Category:1746 non-fiction books | Category:18th-century books in Latin | Category:Books about Sweden | Category:Carl Linnaeus | Category:Zoological literature,Sweden,62.274881,14.786243,1746
Category:18th-century books,Category:18th-century books in Latin,28579539,Flora Lapponica,https://en.wikipedia.org/?curid=28579539,Category:1737 in science | Category:1737 non-fiction books | Category:1792 in science | Category:1792 non-fiction books | Category:18th-century books in Latin | Category:Botany in Europe | Category:Carl Linnaeus | Category:Flora of Finland | Category:Flora of Sweden | Category:Florae (publication) | Category:History of Lapland (Finland) | Category:Sápmi,Finland,65.030049,27.37329,1737
Category:18th-century books,Category:18th-century books in Latin,28590709,Flora Svecica,https://en.wikipedia.org/?curid=28590709,Category:1745 in science | Category:1745 non-fiction books | Category:18th-century books in Latin | Category:Books about Sweden | Category:Botanical nomenclature | Category:Botany book stubs | Category:Botany in Europe | Category:Carl Linnaeus | Category:Flora of Sweden | Category:Florae (publication),Sweden,62.274881,14.786243,1745
Category:18th-century books,Category:18th-century books in Latin,9536977,Hortus Cliffortianus,https://en.wikipedia.org/?curid=9536977,Category:1737 in science | Category:1737 non-fiction books | Category:18th-century books in Latin | Category:Biology and natural history in the Dutch Republic | Category:Botanical gardens in the Netherlands | Category:Botany books | Category:Botany in Europe | Category:Carl Linnaeus | Category:Heemstede,Netherlands,52.040235,5.398113,1737
Category:18th-century books,Category:18th-century books in Latin,31152001,An Introduction to Latin Syntax,https://en.wikipedia.org/?curid=31152001,Category:1750 non-fiction books | Category:18th-century books in Latin | Category:Latin grammar books | Category:Latin textbooks | Category:Scottish non-fiction books,Scottish,57.0,-4.0,1750
Category:18th-century books,Category:18th-century books in Latin,3959849,Niels Klim's Underground Travels,https://en.wikipedia.org/?curid=3959849,Category:1740s fantasy novels | Category:1740s science fiction novels | Category:1741 in Denmark | Category:1741 novels | Category:18th-century Danish novels | Category:18th-century books in Latin | Category:Feminist fantasy novels | Category:Feminist science fiction novels | Category:Feminist utopian novels | Category:Fiction about the Hollow Earth | Category:Ludvig Holberg | Category:Norwegian satirical novels | Category:Novels in Latin | Category:Novels set in Norway | Category:Novels set in outer space | Category:Novels set in subterranea | Category:Novels set in the 17th century | Category:Science fantasy novels,Denmark,56.324314,9.460777,1740
Category:18th-century books,Category:18th-century books in Latin,28676576,Svenska Spindlar,https://en.wikipedia.org/?curid=28676576,Category:1757 in science | Category:1757 non-fiction books | Category:18th-century books in Latin | Category:Arachnological literature | Category:Biological classification | Category:Biological systems | Category:Carl Linnaeus | Category:Illustrated books | Category:Monographs | Category:Swedish books | Category:Zoological nomenclature | Category:Zoology books,Swedish,62.274881,14.786243,1757
Category:18th-century books,Category:18th-century books in Latin,1478634,Systema Naturae,https://en.wikipedia.org/?curid=1478634,Category:1735 in literature | Category:1735 in science | Category:1735 introductions | Category:1735 non-fiction books | Category:18th-century books in Latin | Category:Biological classification | Category:Biological systems | Category:Book series introduced in the 1730s | Category:Botany books | Category:Carl Linnaeus | Category:Swedish Culture Canon | Category:Systema Naturae | Category:Zoological nomenclature | Category:Zoology books,Swedish,62.274881,14.786243,1730
Category:18th-century books,Category:18th-century Persian books,75223545,Bahar-i Ajam,https://en.wikipedia.org/?curid=75223545,Category:18th-century Persian books | Category:Persian dictionaries,Persian,32.326038,54.118245,1700
Category:18th-century books,Category:18th-century Persian books,2897552,Dastur al-Muluk,https://en.wikipedia.org/?curid=2897552,Category:18th century in Iran | Category:18th-century Persian books | Category:Area studies | Category:Asian studies stubs | Category:Culture of Iran | Category:Iranian history stubs | Category:Safavid literature,Iran,32.326038,54.118245,1700
Category:18th-century books,Category:18th-century Persian books,74143835,Fatehnama,https://en.wikipedia.org/?curid=74143835,Category:18th-century Persian books | Category:Dasam Granth | Category:Persian-language literature,Persian,32.326038,54.118245,1700
Category:18th-century books,Category:18th-century Persian books,74451366,Golshan-e Morad,https://en.wikipedia.org/?curid=74451366,Category:18th-century Persian books | Category:History books about Iran | Category:History books about the 18th century | Category:Iranian books | Category:Iranian history stubs | Category:Middle Eastern history book stubs | Category:Zand dynasty,Iran,32.326038,54.118245,1700
Category:18th-century books,Category:18th-century Persian books,53654761,Jahangosha-ye Naderi,https://en.wikipedia.org/?curid=53654761,Category:18th-century Persian books | Category:Afsharid Iran | Category:Iranian books,Iran,32.326038,54.118245,1700
Category:18th-century books,Category:18th-century Persian books,22205682,Ma'asir al-umara,https://en.wikipedia.org/?curid=22205682,"Category:18th-century Persian books | Category:Biographical book stubs | Category:Biographical books | Category:Books about the Mughal Empire | Category:History of Aurangabad, Maharashtra | Category:Indian history book stubs | Category:Nobility stubs",Indian,21.872205,79.179059,1700
Category:18th-century books,Category:18th-century Persian books,74523975,Tazkerat al-Moluk,https://en.wikipedia.org/?curid=74523975,Category:18th century in Iran | Category:18th-century Persian books | Category:Area studies | Category:Iranian history stubs | Category:Persian-language literature | Category:Safavid Iran,Iran,32.326038,54.118245,1700
Category:19th-century books,Category:19th-century books,81591862,Ahakp'yŏn,https://en.wikipedia.org/?curid=81591862,Category:19th century in Korea | Category:19th-century books | Category:Education in Joseon | Category:History of Hangul | Category:Literature in Classical Chinese | Category:Works by Joseon people,Chinese,36.79871,98.769583,1800
Category:19th-century books,Category:19th-century books,60811090,Bhanubhakta Ramayana,https://en.wikipedia.org/?curid=60811090,Category:1887 books | Category:19th-century Nepalese books | Category:19th-century books | Category:Books about spirituality | Category:Nepalese books | Category:Nepalese poems | Category:Nepalese religious texts | Category:Religious bibliographies | Category:Translations | Category:Works based on the Ramayana,Nepalese,28.309836,83.444168,1887
Category:19th-century books,Category:19th-century books,52200559,Books of the Genesis of the Ukrainian People,https://en.wikipedia.org/?curid=52200559,Category:19th century in Ukraine | Category:19th-century books | Category:Brotherhood of Saints Cyril and Methodius | Category:Political history of Ukraine,Ukraine,48.804606,30.980774,1800
Category:19th-century books,Category:19th-century books,20147149,Pigot's Directory,https://en.wikipedia.org/?curid=20147149,Category:1814 establishments in England | Category:19th-century books | Category:Directories | Category:Public records,England,53.13,-1.38,1800
Category:19th-century books,Category:19th-century books,34187864,The Reporters (book),https://en.wikipedia.org/?curid=34187864,Category:19th-century books | Category:American non-fiction books | Category:Law books,American,40.103633,-108.222075,1800
Category:19th-century books,Category:19th-century books,56450748,Shahnamah-i-Chitral,https://en.wikipedia.org/?curid=56450748,Category:19th-century Persian books | Category:19th-century books | Category:Chitral (princely state) | Category:Epic poems in Persian | Category:Manuscripts | Category:Poem stubs | Category:Unpublished books,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century books,82078745,Tarih-i Cevdet,https://en.wikipedia.org/?curid=82078745,Category:19th-century books | Category:History books | Category:Ottoman Empire stubs,Ottoman,38.633521,35.454931,1800
Category:19th-century books,Category:1810s books,36479684,Weltalter,https://en.wikipedia.org/?curid=36479684,Category:1810s books | Category:Free will | Category:German idealism | Category:Metaphysics books | Category:Works by Friedrich Wilhelm Joseph Schelling,German,51.431228,10.432351,1810
Category:19th-century books,Category:1820s books,74199263,The Scottish Gallovidian Encyclopedia,https://en.wikipedia.org/?curid=74199263,Category:1820s books | Category:Scottish books,Scottish,57.0,-4.0,1820
Category:19th-century books,Category:1830s books,37305485,The Aboriginal Port Folio,https://en.wikipedia.org/?curid=37305485,Category:1830s books | Category:Lithography | Category:Native American leaders | Category:Native Americans in art,American,40.103633,-108.222075,1830
Category:19th-century books,Category:1840s books,12067842,Das Kloster,https://en.wikipedia.org/?curid=12067842,Category:1840s books | Category:German books | Category:German folklore | Category:Grimoires | Category:Occult books,German,51.431228,10.432351,1840
Category:19th-century books,Category:1850s books,53406893,Histoire de ma vie (George Sand),https://en.wikipedia.org/?curid=53406893,Category:1850s books | Category:Autobiographies | Category:French autobiographies | Category:French-language non-fiction books | Category:Literary autobiographies,French,46.895071,2.099228,1850
Category:19th-century books,Category:1850s books,10526103,Isle of the Cross,https://en.wikipedia.org/?curid=10526103,Category:1850s books | Category:1853 American novels | Category:Lost books | Category:Novels by Herman Melville | Category:Unpublished novels,American,40.103633,-108.222075,1850
Category:19th-century books,Category:1850s books,2207542,Patrologia Graeca,https://en.wikipedia.org/?curid=2207542,Category:1850s books | Category:1860s books | Category:19th-century books in Latin | Category:Book series | Category:Dual-language series of texts | Category:Editions of historical sources | Category:Editorial collections | Category:Lists of books | Category:Medieval Christian texts | Category:Medieval Greek | Category:Publications of patristic texts | Category:Texts in Koine Greek | Category:Translations into Latin,Greek,39.080457,21.806332,1850
Category:19th-century books,Category:1860s books,56536435,The Norman Album,https://en.wikipedia.org/?curid=56536435,Category:1860s books | Category:1860s photographs | Category:Books of photographs | Category:Photography in England | Category:Portrait photography,England,53.13,-1.38,1860
Category:19th-century books,Category:1860s books,8492240,Tripiṭaka tablets at Kuthodaw Pagoda,https://en.wikipedia.org/?curid=8492240,Category:1860s books | Category:Buddhist inscriptions | Category:Buddhist pilgrimage sites in Myanmar | Category:Buddhist temples in Myanmar | Category:Burmese Buddhist texts | Category:Culture of Myanmar | Category:Memory of the World Register | Category:Tripiṭaka,Myanmar,18.996787,95.873012,1860
Category:19th-century books,Category:1870s books,28415232,The Library Illustrative of Social Progress,https://en.wikipedia.org/?curid=28415232,Category:1870s books | Category:Book series | Category:Pornographic books | Category:Pornography in the United Kingdom | Category:Pornography stubs | Category:Sex book stubs,United Kingdom,54.224688,-1.753312,1870
Category:19th-century books,Category:1880s books,60841792,The Great Historic Galleries of England,https://en.wikipedia.org/?curid=60841792,Category:1880s books | Category:Art history books | Category:Partworks | Category:Sampson Low books | Category:Visual art book stubs,England,53.13,-1.38,1880
Category:19th-century books,Category:1890s books,37466393,Bookman list of bestselling novels in the United States in the 1890s,https://en.wikipedia.org/?curid=37466393,Category:1890s books | Category:1890s in the United States | Category:19th-century American literature | Category:Lists of bestselling novels in the United States,United States,40.0,-100.0,1890
Category:19th-century books,Category:19th-century Arabic-language books,1746820,Arabic Bayán,https://en.wikipedia.org/?curid=1746820,Category:19th-century Arabic-language books | Category:Bábí texts | Category:Unfinished books,Arabic,27.289421,37.11467,1800
Category:19th-century books,Category:19th-century Arabic-language books,73093200,Book of the Zanj,https://en.wikipedia.org/?curid=73093200,Category:19th-century Arabic-language books | Category:20th-century Arabic-language books | Category:Arabic non-fiction books | Category:Islamic texts | Category:Swahili literature,Arabic,27.289421,37.11467,1800
Category:19th-century books,Category:19th-century Arabic-language books,78420613,Dalá'il-i-Sab'ih,https://en.wikipedia.org/?curid=78420613,Category:19th-century Arabic-language books | Category:19th-century Persian books | Category:Bábí texts | Category:Religion stubs,Persian,32.326038,54.118245,1800
Category:19th-century books,Category:19th-century books in Latin,64687010,Corpus Inscriptionum Semiticarum,https://en.wikipedia.org/?curid=64687010,Category:1867 establishments in France | Category:1962 disestablishments in France | Category:19th-century books in Latin | Category:20th-century books in Latin | Category:Aramaic inscriptions | Category:Archaeological corpora | Category:Epigraphy | Category:Phoenician inscriptions | Category:Phoenician language | Category:Punic language | Category:Textual scholarship,France,46.895071,2.099228,1800
Category:19th-century books,Category:19th-century books in Latin,40761835,Fragmenta Philosophorum Graecorum,https://en.wikipedia.org/?curid=40761835,Category:19th-century books in Latin | Category:Ancient Greek philosophy studies | Category:Fragment collections | Category:Greek language | Category:Presocratic philosophy,Greek,39.080457,21.806332,1800
